quantum-information-security|An example of a simulation of a novel Quantum attack into a Quantum Internet, in Qiskit.|krish-baner|1|1|Jupyter Notebook|https://github.com/krish-baner/quantum-information-security|1.0|MIT License
VQE_with_Runtime|Example of VQE using Qiskit Runtime to solve the ground state energy of the water molecule|christopherporter1|0|0|Jupyter Notebook|https://github.com/christopherporter1/VQE_with_Runtime|1.0|NO LICENSE
Quantum-Route-Minimizer|Hackathon project using Qiskit Quantum Computing for optimizing delivery routes, reducing time, and cost by finding shortest truck trips using real life examples.|esquivelgor|0|0|Jupyter Notebook|https://github.com/esquivelgor/Quantum-Route-Minimizer|1.0|NO LICENSE
encryptedConnQ|General example of setting up an encrypted connection with simulated quantum encryption using IBM Quantum's Qiskit framework.|dukeskardashian|0|0|Python|https://github.com/dukeskardashian/encryptedConnQ|1.0|NO LICENSE
QPEHashing|Provides an example quantum-classical Qiskit hashing solution using a real IBM quantum computer. Focuses on SHA-2.|danielzoch|0|0|Jupyter Notebook|https://github.com/danielzoch/QPEHashing|1.0|MIT License
DTQW_General_Coin|In this repository we explain how to use a general coin for a DTQW and provide an Qiskit simulation with an example|allanwing-qc|0|0|Jupyter Notebook|https://github.com/allanwing-qc/DTQW_General_Coin|1.0|NO LICENSE
X-Circuit-with-Statevector-and-Unitary-Gate|This repository contains examples of quantum computing using Qiskit, a Python framework for working with quantum circuits and simulating quantum systems. The code snippets provided demonstrate various quantum operations and simulations.|ALI3Nass|0|0|Jupyter Notebook|https://github.com/ALI3Nass/X-Circuit-with-Statevector-and-Unitary-Gate|1.0|MIT License
fct-nova-introduction-to-operations-research-labs|🧮 🔢 ➕ Projects based in Introduction to Operational Research Labs. This projects was built using Jupyter Notebook, iPython, Python, Anaconda, Spyder IDE, JetBrains PyCharm and MATLAB. This repository it's based in some practical lab exercises and examples related with Introduction to Operational Research, using some software and libraries like MATLAB, IBM Q Experience, Qiskit, NumPy, Matplotlib, SciPy, Pandas and TensorFlow to work on some datasets, among many others!|rubenandrebarreiro|5|5|Jupyter Notebook|https://github.com/rubenandrebarreiro/fct-nova-introduction-to-operations-research-labs|1.0|MIT License
HelloQuantum|I just started my journey at quantum computing and programming, after finishing the foundational video from IBM's Qiskit channel at YouTube, here is my hello quantum example!.|moaz-aljohani|0|0|Python|https://github.com/moaz-aljohani/HelloQuantum|1.0|NO LICENSE
Grovers-Algorithm-Implementation-on-3-qubit-database|"In this I have implemented the Grover's algorithm N=8 as database size and the example results are attached. Most of the resources on internet like Qiskit text book constructed the circuit which is applicable to a particular target state only, like if you go to Qiskit textbook you can see the target state for two qubit circuit is taken as \(|11>\)."|udayapeddirajub|1|1|Jupyter Notebook|https://github.com/udayapeddirajub/Grovers-Algorithm-Implementation-on-3-qubit-database|1.0|NO LICENSE
Quantum-Random-Number-Generator|This is a very simple example of using the Qiskit platform to produce random numbers. The bits are specified by the user, and then the code goes into quantum code to determine the random number. It is very simple code, but I thought it was interesting in thinking of random number generation from the quantum perspective. |alexandrepdumont|0|0|Python|https://github.com/alexandrepdumont/Quantum-Random-Number-Generator|1.0|NO LICENSE
