Quantum-Cryptography|Different implementations of quantum cryptography algorithms|mentesniker|3|3|Jupyter Notebook|https://github.com/mentesniker/Quantum-Cryptography|1.0|Apache License 2.0
QuantumAlgorithms|Implementations of Quantum Algorithms|Axect|5|5|Jupyter Notebook|https://github.com/Axect/QuantumAlgorithms|1.0|NO LICENSE
Qauntum-trading-a-disturbance-in-the-force-of-supply-and-demand|Quantum algorithms for strategic interactions in Qiskit|DarkStarQuantumLab|2|2|Jupyter Notebook|https://github.com/DarkStarQuantumLab/Qauntum-trading-a-disturbance-in-the-force-of-supply-and-demand|1.0|Apache License 2.0
Quantum_Algorithm_Implementations|Contains code, descriptions of quantum algorithms in Qiskit, Q# and Cirq|GabrielPontolillo|3|3|Jupyter Notebook|https://github.com/GabrielPontolillo/Quantum_Algorithm_Implementations|1.0|MIT License
stock-picking|Creating Variational Quantum Algorithm from scratch to find optimal portfolios|rochisha0|4|4|Jupyter Notebook|https://github.com/rochisha0/stock-picking|1.0|NO LICENSE
quant-algos|Implementation of standard quantum algorithms using the IBM QISKit APIs|vimarsh6739|2|2|Python|https://github.com/vimarsh6739/quant-algos|1.0|MIT License
Quantum-Finance-Algorithms|Quantum algorithms for Portfolio Management.|duartefrazao|2|2|Python|https://github.com/duartefrazao/Quantum-Finance-Algorithms|1.0|NO LICENSE
Extended-basis-encoding-and-amplitude-encoding-algorithms-for-Qiskit|These are implementations of basis encoding and amplitude encoding in using Qiskit. |TuomasLe|2|2|Jupyter Notebook|https://github.com/TuomasLe/Extended-basis-encoding-and-amplitude-encoding-algorithms-for-Qiskit|1.0|NO LICENSE
quantum_pokemon-fight|A quantum game and algorithm to fight in Pokemon.|mickahell|9|9|Jupyter Notebook|https://github.com/mickahell/quantum_pokemon-fight|1.0|NO LICENSE
QC_Tuts|Quantum computing tutorials containing an introduction to qiskit and its basic syntax as well as the fundamentals of quantum computing such as gates , circuits and quantum algorithms|ukzncqt|2|2|Jupyter Notebook|https://github.com/ukzncqt/QC_Tuts|1.0|NO LICENSE
QuantumAlgorithms_Qiskit|Quantum algorithm studies. Following the Qiskit textbook: https://qiskit.org/textbook/|maryrbarros2|0|0|Jupyter Notebook|https://github.com/maryrbarros2/QuantumAlgorithms_Qiskit|1.0|NO LICENSE
Generalized-Quantum-Fourier-Transform|Generalized Quantum Fourier Transform Algorithm implemented with Qiskit|Sinestro38|2|2|Jupyter Notebook|https://github.com/Sinestro38/Generalized-Quantum-Fourier-Transform|1.0|NO LICENSE
Quantum-Multi-collision-Problem|Implementation of quantum multi-collision algorithm on Qiskit.|ace314|2|2|Jupyter Notebook|https://github.com/ace314/Quantum-Multi-collision-Problem|1.0|MIT License
Quantum-Exploration|Quantum Algorithms in Qiskit|Ben-Foxman|0|0|Jupyter Notebook|https://github.com/Ben-Foxman/Quantum-Exploration|1.0|NO LICENSE
Qiskit-Algorithms|This repository is aimed at consolidating and sharing quantum algorithms all in one place for those coding in Qiskit|Mikhaela-Paige|0|0|Python|https://github.com/Mikhaela-Paige/Qiskit-Algorithms|1.0|NO LICENSE
mirror-gates|mirror-decomposition integrated routing for algorithm gate efficiency|Pitt-JonesLab|3|3|Jupyter Notebook|https://github.com/Pitt-JonesLab/mirror-gates|1.0|MIT License
grover-max-cut|Implementation of a new Quantum Oracle for solving the Max-Cut Problem with Grover Search Algorithm|msramalho|7|7|Jupyter Notebook|https://github.com/msramalho/grover-max-cut|1.0|NO LICENSE
quantum-algorithm-learning-and-implementation|A group of quantum machine learning algorithm are implemented with the Qiskit|liyaochong|3|3|Jupyter Notebook|https://github.com/liyaochong/quantum-algorithm-learning-and-implementation|1.0|NO LICENSE
psfam|Pauli partitioning algorithm for optimal partitioning of 4^m pauli strings. Includes qiskit integration for change of basis circuits.|Benjreggio|7|7|Python|https://github.com/Benjreggio/psfam|1.0|NO LICENSE
quantum-phase-estimation|Implementation of the Quantum phase estimation algorithm for 5 Qubits using Qiskit. We hope to be able to run it in IBMq5|hugosc|2|2|Jupyter Notebook|https://github.com/hugosc/quantum-phase-estimation|1.0|NO LICENSE
Qiskit-Programs----|Implementing quantum algorithms on qiskit|SumbulZK|0|0||https://github.com/SumbulZK/Qiskit-Programs----|1.0|NO LICENSE
summer-school-on-quantum-computing-software-for-near-term-quantum-devices-2020|⚛️ ⚗️ 👨‍🏫 A project based in Quantum Physics/Mechanics, Quantum Information Science, Quantum Theory, Quantum Chemistry and Quantum Computing. This project was developed as part of the Summer School on Quantum Computing: Software for Near Term Quantum Devices 2020, realized by UIMP (Universidad Internacional Menéndez Pelayo), with the support of some staff from CSIC (Consejo Superior de Investigaciones Científicas), IBM (most specifically, IBM Zurich Research Labs) and Quantum Flagship, among others, via Web Video Conferences, with Presentations, Practical Exercises and a Final Project about some topics, related to Quantum Information Science, Quantum Theory, Quantum Chemistry and Quantum Computing.|rubenandrebarreiro|13|13|Jupyter Notebook|https://github.com/rubenandrebarreiro/summer-school-on-quantum-computing-software-for-near-term-quantum-devices-2020|1.0|MIT License
QiskitPrx|"Practicing qiskit using article ""Introduction to Coding Quantum Algorithms: A Tutorial Series Using Qiskit"" by Koch, Wessing, Alsing"|kurtchahn|0|0|Jupyter Notebook|https://github.com/kurtchahn/QiskitPrx|1.0|NO LICENSE
qiskit-learning|Algorithms from qiskit tutorials and stuff|crabster|0|0|Python|https://github.com/crabster/qiskit-learning|1.0|NO LICENSE
Quantum-Algorithms-qiskit-|This repo contains the modules and assignments that I did as a part of workshop conducted by MnP club IIT Bombay.|yatharth0610|1|1|Jupyter Notebook|https://github.com/yatharth0610/Quantum-Algorithms-qiskit-|1.0|NO LICENSE
quantum-algorithms-qiskit|UCLA CS239 Quantum Programming|danieljaffe|0|0|Jupyter Notebook|https://github.com/danieljaffe/quantum-algorithms-qiskit|1.0|NO LICENSE
qiskit_kindergarten|basic quantum computing circuits and algorithms|bibscore|0|0|Jupyter Notebook|https://github.com/bibscore/qiskit_kindergarten|1.0|NO LICENSE
qiskit_quantum_algorithms||DuarteSerranoR|0|0|Jupyter Notebook|https://github.com/DuarteSerranoR/qiskit_quantum_algorithms|1.0|NO LICENSE
qiskit-quantum-algorithms|A collection of basic quantum algorithms implemented in the IBM Q Quantum Information Science Kit (Qiskit), a Python quantum computing framework.|ikemmm|0|0|Python|https://github.com/ikemmm/qiskit-quantum-algorithms|1.0|MIT License
qiskit-algorithms-test||ElePT|0|0|Python|https://github.com/ElePT/qiskit-algorithms-test|1.0|NO LICENSE
quantum_algorithms_qiskit||orpgol|0|0|Python|https://github.com/orpgol/quantum_algorithms_qiskit|1.0|NO LICENSE
Qauntum_algorithms_Qiskit||vandnaChaturvedi|0|0|Jupyter Notebook|https://github.com/vandnaChaturvedi/Qauntum_algorithms_Qiskit|1.0|NO LICENSE
Qiskit-Quantum-Algo|Qiskit implementation of Quantum Algorithms|sohamch08|1|1|Jupyter Notebook|https://github.com/sohamch08/Qiskit-Quantum-Algo|1.0|NO LICENSE
Qiskit_Playground|Some basics quantum computing algorithms using qiskit|benkoehlL|0|0|Python|https://github.com/benkoehlL/Qiskit_Playground|1.0|NO LICENSE
quantum_computing|Learning Quantum Computing: starting from single qubit to advanced materials including Quantum Fourier Transform, Grover Algorithm, and many more.|quantumyatra|3|3|Jupyter Notebook|https://github.com/quantumyatra/quantum_computing|1.0|NO LICENSE
quantum-algorithms|Quantum algorithm test implementations using Qiskit|PKXH|0|0|Jupyter Notebook|https://github.com/PKXH/quantum-algorithms|1.0|NO LICENSE
QuantumAlgs|Quantum Algorithms Qiskit and Cirq|codigoscupom|0|0|Python|https://github.com/codigoscupom/QuantumAlgs|1.0|NO LICENSE
IBMQ-Quantum-Qiskit|Quatum Computiing Algorithms using IBMQ|Andres8bit|0|0|Jupyter Notebook|https://github.com/Andres8bit/IBMQ-Quantum-Qiskit|1.0|NO LICENSE
Qiskit_Algorithm|Basic Quantum Algorithms done using Qiskit library|AnshDabkara|0|0|Jupyter Notebook|https://github.com/AnshDabkara/Qiskit_Algorithm|1.0|NO LICENSE
qiskit-notebooks|Implementation of quantum algorithms and protocols in Qiskit.|SanNare|0|0|Jupyter Notebook|https://github.com/SanNare/qiskit-notebooks|1.0|NO LICENSE
quantum-project-using-qiskit|Deutschs_Algorithm , Shors_Algorithm , Grovers_Algorithm  and diagrams |aaghazaly|0|0|Python|https://github.com/aaghazaly/quantum-project-using-qiskit|1.0|MIT License
My-Qiskit-codes|Some Qiskit codes implementing quantum algorithms|mingweii|0|0|Jupyter Notebook|https://github.com/mingweii/My-Qiskit-codes|1.0|MIT License
